supplier_id,invoice_amount,days_to_pay
1258,506.59,59.0
1399,414.85,26.0
1269,348.98,42.0
1831,473.96,41.0
1631,462.98,12.0
1680,791.21,37.0
1485,551.96,44.0
1579,334.69,44.0
1058,432.23,49.0
1641,622.57,36.0
1886,750.61,47.0
1265,309.68,33.0
1074,274.41,26.0
1998,724.52,27.0
1089,546.75,25.0
1504,395.8,50.0
1356,564.16,25.0
1153,183.71,43.0
1899,500.41,37.0
1217,539.34,39.0
1485,610.91,54.0
1539,378.33,36.0
1129,510.28,46.0
1065,388.95,40.0
1143,530.65,38.0
1379,392.56,63.0
1312,451.03,26.0
1406,380.5,53.0
1406,578.14,47.0
1972,603.01,35.0
1276,471.85,56.0
1614,504.59,22.0
1408,326.17,35.0
1313,464.04,28.0
1548,493.98,44.0
1248,814.5,29.0
1944,366.56,44.0
1460,675.7,38.0
1398,619.62,35.0
1667,533.68,44.0
1450,711.03,37.0
1470,544.65,29.0
1643,546.7,68.0
1558,493.63,35.0
1433,646.83,18.0
1955,631.58,32.0
1445,424.92,27.0
1706,341.69,48.0
1102,475.64,43.0
1327,404.0,44.0
1682,492.38,36.0
1600,648.49,37.0
1245,445.12,36.0
1057,494.86,39.0
1104,506.96,48.0
1691,601.81,43.0
1971,230.37,45.0
1068,427.2,45.0
1992,525.35,49.0
1301,644.01,43.0
1152,440.97,44.0
1536,274.81,52.0
1888,574.37,33.0
1034,423.76,31.0
1956,357.24,28.0
1014,425.08,42.0
1105,477.86,21.0
1729,427.43,45.0
1895,235.33,39.0
1073,607.65,51.0
1855,652.99,33.0
1930,578.18,38.0
1284,363.48,51.0
1549,475.82,54.0
1196,499.22,33.0
1279,571.86,42.0
1786,580.2,43.0
1685,411.9,44.0
1816,509.84,37.0
1555,554.87,53.0
1968,674.7,21.0
1665,584.54,36.0
1152,594.69,44.0
1290,510.06,45.0
1931,669.26,54.0
1141,549.17,52.0
1767,396.67,37.0
1311,668.4,53.0
1645,583.75,33.0
1031,446.83,49.0
1025,442.46,58.0
1910,535.59,52.0
1254,555.58,41.0
1944,523.68,37.0
1734,537.36,25.0
1055,703.99,43.0
1292,628.59,29.0
1636,522.88,32.0
1229,612.96,28.0
1052,376.1,35.0
1953,547.75,40.0
1100,717.12,43.0
1466,473.83,34.0
1845,398.28,51.0
1803,421.75,38.0
1868,369.24,32.0
1266,405.83,42.0
1794,455.54,60.0
1001,331.33,43.0
1021,501.87,36.0
1577,608.27,25.0
1211,391.07,38.0
1235,682.31,42.0
1879,561.3,36.0
1528,623.67,23.0
1387,421.06,31.0
1013,602.54,55.0
1518,368.97,54.0
1846,606.83,31.0
1221,520.62,47.0
1911,566.39,28.0
1615,358.93,54.0
1961,392.59,42.0
1402,571.67,49.0
1512,386.2,23.0
1286,555.58,47.0
1383,335.94,40.0
1246,601.78,49.0
1899,352.1,49.0
1090,566.28,41.0
1825,575.08,34.0
1311,416.39,48.0
1436,569.84,39.0
1984,531.25,31.0
1725,435.34,31.0
1042,378.97,25.0
1073,264.48,35.0
1753,541.96,51.0
1992,312.22,42.0
1560,511.44,35.0
1879,468.39,48.0
1875,581.5,32.0
1315,463.75,41.0
1733,460.47,38.0
1861,587.82,48.0
1143,540.21,24.0
1328,537.94,31.0
1208,556.31,24.0
1098,315.73,37.0
1699,590.81,52.0
1113,573.5,35.0
1174,378.0,35.0
1270,470.71,49.0
1062,495.28,51.0
1795,483.86,39.0
1403,540.06,47.0
1224,671.76,29.0
1958,629.81,54.0
1160,342.53,61.0
1035,574.65,45.0
1380,659.47,19.0
1652,546.42,34.0
1317,630.92,46.0
1707,741.47,36.0
1662,622.85,53.0
1455,529.92,46.0
1268,625.41,33.0
1343,517.39,40.0
1039,502.87,31.0
1749,457.83,38.0
1413,687.61,34.0
1379,401.79,52.0
1221,683.88,61.0
1280,559.98,26.0
1224,332.08,21.0
1456,544.12,38.0
1153,248.0,25.0
1279,575.06,40.0
1352,606.23,47.0
1038,428.92,55.0
1728,514.83,42.0
1755,734.5,38.0
1620,439.31,20.0
1974,372.93,40.0
1572,677.8,41.0
1488,735.51,46.0
1944,500.44,33.0
1936,621.38,36.0
1197,660.98,25.0
1275,410.9,17.0
1171,441.76,29.0
1783,647.7,24.0
1507,702.2,43.0
1404,567.55,35.0
1270,394.42,35.0
1934,738.45,30.0
1553,436.28,8.0
1700,459.78,55.0
1771,541.08,30.0
1663,686.5,36.0
1130,602.48,25.0
1625,549.78,50.0
1384,555.59,41.0
1733,505.22,32.0
1396,566.98,36.0
1565,196.45,57.0
1849,464.41,39.0
1295,528.96,38.0
1382,361.88,31.0
1511,546.36,21.0
1394,475.46,38.0
1553,710.66,43.0
1604,688.76,51.0
1259,444.1,18.0
1280,481.9,29.0
1355,491.13,34.0
1419,445.8,40.0
1191,523.4,39.0
1636,409.01,39.0
1427,364.33,44.0
1807,574.73,31.0
1347,575.54,49.0
1428,403.48,44.0
1391,607.44,37.0
1340,424.21,56.0
1546,530.38,56.0
1939,598.44,49.0
1401,495.97,10.0
1046,554.57,56.0
1664,438.03,48.0
1749,476.42,60.0
1424,475.3,52.0
1516,410.41,56.0
1959,478.79,49.0
1957,314.17,53.0
1636,441.06,60.0
1878,465.81,42.0
1327,469.26,24.0
1086,471.02,37.0
1514,492.59,44.0
1164,557.53,41.0
1222,604.94,28.0
1860,422.03,24.0
1296,355.62,33.0
1915,374.95,48.0
1450,441.54,56.0
1342,457.77,49.0
1935,407.6,51.0
1340,344.47,39.0
1460,445.27,23.0
1391,521.77,35.0
1900,571.4,37.0
1536,433.11,35.0
1550,450.44,41.0
1420,388.8,44.0
1380,496.23,49.0
1616,398.19,37.0
1004,568.78,21.0
1647,285.7,35.0
1003,456.84,40.0
1680,536.13,52.0
1315,522.06,34.0
1821,823.16,45.0
1917,541.98,43.0
1077,379.51,40.0
1530,488.54,49.0
1716,286.85,33.0
1354,490.33,34.0
1835,400.03,40.0
1032,609.85,34.0
1661,434.06,45.0
1704,485.99,33.0
1138,423.73,42.0
1271,708.66,39.0
1195,461.45,42.0
1126,719.91,35.0
1348,597.7,37.0
1742,557.85,41.0
1043,544.25,42.0
1741,547.26,40.0
1727,268.68,57.0
1243,466.53,30.0
1008,601.42,39.0
1761,494.13,24.0
1711,331.38,44.0
1845,493.71,29.0
1078,704.49,37.0
1756,649.63,36.0
1189,492.56,43.0
1085,614.17,34.0
1484,456.02,34.0
1270,295.54,54.0
1773,389.06,43.0
1512,687.55,34.0
1019,467.12,37.0
1488,470.79,56.0
1931,464.02,38.0
1129,728.5,33.0
1837,695.12,33.0
1769,766.25,35.0
1642,480.91,34.0
1006,535.47,27.0
1851,318.0,29.0
1752,677.23,32.0
1703,359.87,46.0
1936,526.01,36.0
1309,368.32,38.0
1808,429.34,53.0
1626,399.53,53.0
1900,427.05,37.0
1472,435.31,34.0
1101,434.21,31.0
1337,600.0,47.0
1318,367.42,38.0
1512,526.46,36.0
1024,646.16,32.0
1720,438.42,32.0
1429,413.85,43.0
1142,472.34,27.0
1708,641.57,50.0
1656,523.29,35.0
1148,436.25,39.0
1692,558.07,27.0
1054,367.72,40.0
1470,581.76,37.0
1362,549.03,39.0
1649,463.06,55.0
1208,399.37,42.0
1184,393.6,32.0
1064,564.18,33.0
1548,647.48,46.0
1111,423.52,53.0
1262,555.01,43.0
1075,249.56,47.0
1295,429.85,46.0
1177,496.27,54.0
1765,390.84,21.0
1000,387.62,47.0
1147,419.87,50.0
1875,535.06,27.0
1670,477.52,31.0
1835,231.41,31.0
1985,245.52,33.0
1779,427.18,35.0
1661,554.92,42.0
1128,170.3,49.0
1637,440.03,51.0
1512,436.85,32.0
1898,666.6,32.0
1628,453.8,53.0
1971,545.96,46.0
1501,516.95,41.0
1148,244.33,45.0
1268,592.18,40.0
1700,525.85,45.0
1652,560.99,37.0
1104,971.15,43.0
1465,249.91,25.0
1763,706.96,33.0
1928,465.51,33.0
1901,534.48,36.0
1280,494.54,31.0
1406,449.09,35.0
1855,431.62,25.0
1612,539.54,45.0
1793,317.94,39.0
1899,590.07,23.0
1357,450.06,32.0
1674,364.39,43.0
1202,446.0,35.0
1611,650.86,33.0
1280,435.76,39.0
1915,543.01,43.0
1256,412.29,26.0
1093,590.95,46.0
1323,582.26,32.0
1790,721.83,40.0
1738,478.93,40.0
1361,580.24,35.0
1661,511.77,30.0
1350,655.5,37.0
1061,413.74,56.0
1640,589.4,26.0
1186,476.64,57.0
1579,492.3,37.0
1914,511.01,40.0
1541,530.27,29.0
1896,486.05,32.0
1303,525.77,35.0
1786,689.37,30.0
1638,618.25,38.0
1435,604.3,36.0
1212,445.34,59.0
1405,393.29,28.0
1817,614.64,41.0
1961,605.13,42.0
1133,676.72,29.0
1959,427.52,47.0
1916,472.45,36.0
1992,303.26,15.0
1914,452.9,47.0
1218,619.59,29.0
1420,444.02,30.0
1318,576.86,47.0
1156,477.14,37.0
1187,538.89,49.0
1475,362.28,52.0
1161,510.23,34.0
1128,141.06,48.0
1303,477.57,32.0
1088,304.34,62.0
1894,644.72,33.0
1916,593.29,50.0
1161,556.0,48.0
1921,682.52,43.0
1035,386.13,33.0
1226,709.68,38.0
1150,611.86,18.0
1592,471.61,42.0
1046,636.27,43.0
1715,367.24,41.0
1939,401.06,10.0
1659,426.97,27.0
1230,436.52,33.0
1538,373.21,43.0
1700,646.77,43.0
1164,468.94,38.0
1723,542.3,46.0
1819,431.56,30.0
1586,281.53,46.0
1603,532.41,45.0
1573,270.53,44.0
1065,491.76,38.0
1919,335.8,58.0
1079,738.47,45.0
1139,609.36,30.0
1399,512.69,42.0
1931,651.64,48.0
1129,398.44,34.0
1984,565.22,51.0
1765,523.98,44.0
1445,531.68,17.0
1831,652.68,43.0
1028,587.9,36.0
1987,534.65,45.0
1201,301.41,49.0
1236,384.79,42.0
1598,485.27,57.0
1607,511.2,38.0
1798,364.38,46.0
1338,789.4,48.0
1398,681.97,39.0
1438,572.25,48.0
1288,508.64,34.0
1251,474.53,36.0
1976,385.77,27.0
1691,509.3,42.0
1099,530.93,43.0
1915,350.99,52.0
1584,540.1,48.0
1421,481.37,37.0
1642,271.06,28.0
1693,396.75,44.0
1705,450.37,51.0
1017,726.52,48.0
1470,566.79,51.0
1637,339.74,38.0
1722,558.32,35.0
1006,314.32,33.0
1418,629.92,39.0
1379,443.47,39.0
1507,488.76,42.0
1113,659.1,39.0
1851,345.54,39.0
1510,332.35,32.0
1595,429.97,49.0
1850,624.61,41.0
1872,317.68,38.0
1975,160.14,33.0
1613,445.86,27.0
1468,566.21,53.0
1092,644.03,46.0
1491,444.42,24.0
1827,450.63,48.0
1101,638.47,49.0
1492,275.63,41.0
1762,453.38,56.0
1535,522.85,42.0
1484,553.91,26.0
1988,438.82,44.0
1478,504.13,42.0
1876,201.4,34.0
1166,421.01,46.0
1139,554.42,23.0
1093,382.12,50.0
1180,507.08,31.0
1575,553.62,30.0
1003,458.89,39.0
1605,520.46,44.0
1388,384.47,42.0
1271,475.21,33.0
1794,573.23,35.0
1131,518.84,29.0
1583,429.62,38.0
1815,526.91,51.0
1903,585.75,40.0
1592,254.01,49.0
1511,639.09,55.0
1685,459.65,34.0
1811,551.06,38.0
1962,643.67,62.0
1986,335.4,54.0
1051,414.87,23.0
1289,465.37,44.0
1445,405.95,40.0
1236,708.19,48.0
1788,397.19,33.0
1490,433.33,32.0
1279,524.53,33.0
1043,355.74,34.0
1881,452.52,48.0
1765,538.09,28.0
1936,460.06,34.0
1924,488.79,22.0
1358,436.48,50.0
1645,318.26,53.0
1567,538.59,37.0
1525,710.59,37.0
1689,502.21,45.0
1461,527.03,55.0
1100,583.13,44.0
1691,347.68,33.0
1983,704.3,24.0
1460,524.28,29.0
1768,695.82,41.0
1267,412.04,33.0
1882,718.17,42.0
1361,593.02,34.0
1407,566.36,29.0
1036,528.08,28.0
1467,470.18,56.0
1965,644.06,49.0
1715,516.84,57.0
1980,263.95,45.0
1258,365.94,36.0
1508,477.7,53.0
1666,537.2,40.0
1749,493.21,42.0
1308,646.28,40.0
1611,265.87,11.0
1272,517.23,56.0
1624,281.84,45.0
1109,591.17,43.0
1654,488.66,39.0
1678,550.35,42.0
1259,396.33,34.0
1656,653.54,46.0
1741,625.01,27.0
1906,570.03,42.0
1267,484.46,46.0
1031,569.58,38.0
1922,415.17,44.0
1939,602.67,30.0
1810,697.94,30.0
1730,628.47,42.0
1176,412.45,47.0
1103,543.37,21.0
1235,344.82,45.0
1092,568.69,35.0
1200,554.07,38.0
1810,275.62,27.0
1898,360.59,31.0
1742,466.02,50.0
1924,463.9,40.0
1766,354.86,36.0
1596,546.68,39.0
1034,530.18,45.0
1116,476.69,44.0
1687,409.31,39.0
1457,625.84,51.0
1470,698.65,50.0
1934,441.97,44.0
1984,426.54,41.0
1919,558.94,47.0
1787,457.04,43.0
1398,483.27,51.0
1596,588.76,49.0
1116,270.88,30.0
1361,658.2,29.0
1203,508.72,33.0
1145,450.62,50.0
1443,489.29,24.0
1726,495.49,44.0
1616,292.26,44.0
1860,679.39,52.0
1296,504.96,42.0
1867,553.16,27.0
1580,614.19,30.0
1486,377.46,28.0
1985,556.82,35.0
1766,467.88,38.0
1230,601.61,28.0
1202,244.73,55.0
1361,488.11,27.0
1394,427.66,53.0
1247,551.87,52.0
1439,556.41,49.0
1913,415.08,33.0
1395,414.54,43.0
1760,486.72,27.0
1655,392.4,49.0
1794,601.04,39.0
1355,455.7,36.0
1400,151.16,28.0
1240,455.02,15.0
1340,375.37,30.0
1886,304.25,51.0
1228,351.51,36.0
1542,513.13,38.0
1620,659.44,47.0
1930,537.58,58.0
1538,427.22,53.0
1854,554.71,30.0
1671,444.91,21.0
1528,416.65,64.0
1266,361.48,63.0
1128,289.78,42.0
1219,453.21,27.0
1081,518.97,50.0
1560,488.41,39.0
1552,450.08,39.0
1019,386.51,49.0
1326,572.99,43.0
1036,341.94,28.0
1381,593.12,37.0
1911,379.73,47.0
1038,409.71,45.0
1108,323.99,43.0
1428,439.83,49.0
1063,617.04,36.0
1174,561.88,42.0
1790,617.41,6.0
1031,562.66,36.0
1944,367.56,48.0
1720,460.31,36.0
1890,406.38,35.0
1530,659.67,30.0
1105,356.39,50.0
1481,607.24,45.0
1205,607.15,48.0
1246,719.55,23.0
1834,450.84,38.0
1678,585.48,37.0
1088,773.8,37.0
1315,425.88,34.0
1010,315.8,37.0
1048,274.4,48.0
1910,585.53,21.0
1895,274.02,58.0
1978,455.32,45.0
1572,552.48,40.0
1170,522.22,49.0
1142,551.05,25.0
1206,526.67,33.0
1997,653.46,39.0
1462,385.72,54.0
1508,418.76,40.0
1200,407.28,45.0
1004,599.62,34.0
1210,608.05,45.0
1983,554.15,57.0
1028,642.02,50.0
1189,358.64,39.0
1187,700.07,47.0
1836,682.79,46.0
1766,588.27,45.0
1149,713.82,51.0
1524,301.21,51.0
1945,437.07,39.0
1883,411.76,46.0
1942,586.58,36.0
1365,373.98,31.0
1156,590.9,37.0
1079,664.46,39.0
1867,583.42,23.0
1272,534.05,49.0
1659,381.46,12.0
1717,398.38,67.0
1625,649.95,55.0
1517,593.52,37.0
1789,495.32,40.0
1231,449.85,43.0
1648,256.9,34.0
1159,371.5,42.0
1343,729.37,39.0
1288,346.35,39.0
1204,522.74,42.0
1994,620.89,27.0
1837,349.41,40.0
1304,522.17,42.0
1359,612.55,41.0
1669,501.5,38.0
1869,844.21,51.0
1399,299.77,36.0
1448,627.05,42.0
1105,479.26,53.0
1081,592.63,39.0
1341,552.96,42.0
1985,412.02,39.0
1781,527.48,52.0
1951,277.05,37.0
1420,572.39,53.0
1048,535.78,39.0
1205,576.64,31.0
1217,626.97,47.0
1817,544.11,37.0
1675,517.77,46.0
1435,394.27,13.0
1790,414.53,40.0
1321,642.41,35.0
1230,672.36,29.0
1710,471.43,34.0
1486,505.52,34.0
1428,391.45,40.0
1882,640.73,26.0
1725,579.85,43.0
1283,732.95,54.0
1485,394.6,43.0
1275,454.64,48.0
1432,527.77,51.0
1184,577.58,52.0
1721,474.12,59.0
1632,395.24,35.0
1215,605.77,33.0
1096,586.54,48.0
1954,390.05,47.0
1118,662.65,48.0
1364,640.42,59.0
1793,516.12,40.0
1402,509.55,44.0
1617,566.49,30.0
1396,396.6,61.0
1457,503.6,37.0
1317,241.71,37.0
1381,605.17,37.0
1141,312.62,34.0
1456,680.41,33.0
1500,460.39,35.0
1906,474.6,26.0
1322,424.67,32.0
1999,465.44,59.0
1267,670.22,47.0
1802,201.46,49.0
1486,653.24,52.0
1877,540.56,58.0
1678,355.16,22.0
1159,370.96,28.0
1742,701.17,32.0
1013,386.54,35.0
1704,361.6,37.0
1154,636.48,36.0
1100,540.63,42.0
1571,387.45,40.0
1042,525.99,33.0
1192,376.91,18.0
1310,632.1,30.0
1620,627.36,35.0
1604,563.84,38.0
1727,543.4,29.0
1464,711.34,35.0
1162,499.96,29.0
1350,358.18,39.0
1233,553.94,29.0
1927,750.33,32.0
1402,378.23,27.0
1350,456.62,38.0
1166,549.97,31.0
1147,493.53,49.0
1027,382.12,44.0
1258,634.62,39.0
1927,778.4,32.0
1597,523.54,44.0
1619,391.51,47.0
1441,314.12,41.0
1949,530.96,56.0
1937,632.47,45.0
1628,557.02,49.0
1875,499.71,41.0
1526,429.29,47.0
1997,368.94,32.0
1210,600.17,35.0
1829,609.65,43.0
1542,314.51,43.0
1444,690.78,45.0
1793,568.89,51.0
1452,667.95,26.0
1696,338.94,30.0
1403,336.1,42.0
1065,482.12,33.0
1404,560.33,74.0
1882,715.56,45.0
1827,584.73,39.0
1574,470.88,35.0
1434,376.84,35.0
1227,647.6,40.0
1475,384.24,41.0
1467,695.42,35.0
1100,465.87,37.0
1422,690.87,53.0
1355,581.47,54.0
1138,483.56,43.0
1630,437.67,27.0
1568,459.09,45.0
1130,551.4,56.0
1548,509.26,54.0
1467,428.74,47.0
1479,480.12,54.0
1110,509.43,41.0
1152,244.55,46.0
1916,554.98,33.0
1761,382.43,43.0
1241,361.6,53.0
1719,297.52,34.0
1879,284.73,31.0
1681,337.35,41.0
1768,414.92,38.0
1278,734.39,46.0
1362,436.89,35.0
1624,521.33,57.0
1407,548.06,27.0
1174,515.73,53.0
1600,490.71,32.0
1134,356.56,22.0
1505,674.11,42.0
1293,716.86,37.0
1494,298.08,29.0
1814,377.12,23.0
1870,466.42,40.0
1418,384.26,50.0
1205,560.72,46.0
1317,412.61,41.0
1072,759.81,45.0
1258,642.87,40.0
1357,525.51,26.0
1147,623.24,26.0
1224,632.71,38.0
1104,432.33,38.0
1555,402.05,49.0
1927,509.38,48.0
1355,603.4,46.0
1537,516.69,37.0
1815,310.76,26.0
1260,403.66,44.0
1570,491.12,45.0
1572,490.92,16.0
1816,736.71,32.0
1925,333.68,33.0
1912,560.67,41.0
1069,678.69,32.0
1953,772.57,40.0
1446,451.47,38.0
1956,558.97,38.0
1446,568.37,33.0
1782,523.46,34.0
1256,488.14,29.0
1908,552.32,44.0
1943,196.13,46.0
1895,581.85,32.0
1929,515.14,55.0
1636,473.3,37.0
1925,745.62,55.0
1530,419.01,34.0
1118,451.63,20.0
1831,738.99,44.0
1065,400.15,42.0
1244,433.99,40.0
1056,482.36,34.0
1043,600.89,40.0
1523,524.94,35.0
1889,344.88,37.0
1423,436.14,48.0
1747,427.12,42.0
1535,490.73,46.0
1394,551.1,38.0
1449,550.18,37.0
1256,286.88,28.0
1953,627.67,36.0
1795,530.31,7.0
1835,666.14,34.0
1360,553.3,39.0
1762,632.16,46.0
1605,555.99,37.0
1379,661.55,43.0
1442,562.67,18.0
1966,488.25,39.0
1891,772.69,23.0
1533,606.68,28.0
1473,568.85,38.0
1156,346.84,53.0
1088,345.4,44.0
1201,535.13,40.0
1979,517.46,40.0
1461,426.31,33.0
1480,516.92,35.0
1708,690.64,44.0
1556,583.45,26.0
1453,363.08,46.0
1469,486.62,36.0
1379,403.4,48.0
1400,453.48,50.0
1078,450.37,23.0
1550,442.68,34.0
1935,349.38,31.0
1795,484.68,22.0
1385,432.73,30.0
1977,148.47,64.0
1666,746.36,46.0
1660,630.65,59.0
1342,454.84,48.0
1902,502.26,33.0
1444,359.4,36.0
1051,703.49,46.0
1250,727.67,44.0
1943,518.8,34.0
1893,622.82,25.0
1658,521.03,73.0
1328,339.59,39.0
1907,450.58,37.0
1493,515.83,41.0
1349,445.45,38.0
1966,473.76,41.0
1769,489.03,53.0
1784,490.29,39.0
1458,506.27,28.0
1497,372.73,38.0
1124,413.96,35.0
1203,345.85,54.0
1767,617.34,52.0
1642,247.32,41.0
1020,638.43,27.0
1589,666.36,28.0
1846,463.74,40.0
1562,187.62,43.0
1361,456.64,36.0
1360,492.3,35.0
1777,378.73,34.0
1115,438.17,40.0
1054,683.62,16.0
1291,579.79,29.0
1050,389.05,34.0
1841,308.29,52.0
1784,460.76,32.0
1253,474.39,42.0
1491,559.54,42.0
1984,435.76,53.0
1572,561.38,53.0
1858,732.22,39.0
1992,597.86,35.0
1970,494.23,33.0
1908,478.02,38.0
1960,457.2,36.0
1862,641.68,46.0
1224,424.72,44.0
1468,505.43,46.0
1847,506.14,53.0
1102,439.79,59.0
1982,335.3,41.0
1969,538.76,51.0
1047,492.68,36.0
1736,560.03,52.0
1341,435.97,51.0
1232,646.5,50.0
1581,394.79,41.0
1558,705.44,33.0
1227,290.28,26.0
1521,552.17,40.0
1696,557.05,55.0
1591,404.53,37.0
1012,550.93,48.0
1498,653.54,48.0
1444,233.98,37.0
1825,560.33,53.0
1339,200.81,11.0
1323,384.12,28.0
1595,695.5,31.0
1597,430.19,32.0
1156,359.13,43.0
1655,476.25,43.0
1574,748.15,44.0
1430,280.2,46.0
1554,373.84,30.0
1406,679.69,28.0
1157,722.92,44.0
1184,487.59,34.0
1797,351.31,24.0
1490,751.5,50.0
1834,691.33,54.0
1951,581.47,56.0
1535,402.51,42.0
1356,494.12,46.0
1716,480.76,54.0
1361,539.7,34.0
1223,674.12,51.0
1612,605.53,43.0
1203,370.71,49.0
1007,665.18,42.0
1471,537.58,53.0
1171,582.45,42.0
1719,675.98,25.0
1095,366.61,55.0
1673,495.7,31.0
1802,436.23,53.0
1607,311.86,39.0
1305,541.61,52.0
1656,801.39,51.0
1257,279.19,44.0
1473,496.13,45.0
1949,576.87,44.0
1299,514.77,20.0
1464,486.42,41.0
1613,344.09,29.0
1688,527.93,42.0
1897,409.19,29.0
1327,237.21,28.0
1109,643.35,56.0
1709,615.01,51.0
1904,506.2,40.0
1128,527.49,42.0
1964,628.92,38.0
1870,526.92,46.0
1136,608.48,33.0
1909,464.3,50.0
1538,657.44,37.0
1648,538.49,36.0
1163,523.29,40.0
1348,347.59,34.0
1979,534.43,43.0
1462,400.17,35.0
1867,423.41,45.0
1642,402.15,52.0
1503,372.05,33.0
1884,754.97,39.0
1150,659.76,45.0
1889,730.44,36.0
1245,353.25,45.0
1109,508.55,46.0
1584,344.78,51.0
1797,416.52,34.0
1274,389.82,31.0
1869,648.75,37.0
1066,452.45,30.0
1049,628.21,46.0
1815,572.49,28.0
1514,776.44,63.0
1225,322.47,53.0
1577,651.11,40.0
1505,637.57,49.0
1154,383.19,24.0
1982,620.86,65.0
1873,540.34,34.0
1479,472.7,39.0
1110,401.13,21.0
1482,413.71,45.0
1807,745.98,29.0
1892,500.08,41.0
1767,593.86,35.0
1273,405.09,29.0
1154,406.42,32.0
1650,629.84,42.0
1166,338.05,27.0
1018,450.17,33.0
1344,504.08,47.0
1902,513.36,66.0
1734,478.51,45.0
1568,547.5,31.0
1897,583.14,36.0
1293,588.16,40.0
1644,381.7,37.0
1461,465.9,49.0
1337,643.37,42.0
1803,607.36,49.0
1451,335.26,37.0
1343,542.18,53.0
1716,262.61,38.0
1630,505.63,30.0
1764,727.73,62.0
1084,386.25,22.0
1696,399.88,33.0
1736,591.68,34.0
1659,314.86,65.0
1388,424.07,58.0
1791,571.57,55.0
1226,423.89,37.0
1285,471.68,64.0
1283,589.3,44.0
1692,550.59,50.0
1946,532.02,42.0
1108,459.31,40.0
1134,544.41,37.0
1937,485.15,38.0
1290,554.94,46.0
1886,440.37,44.0
1989,478.09,40.0
1801,381.21,55.0
1614,495.8,10.0
1712,402.68,45.0
1507,366.31,47.0
1628,531.04,51.0
1843,525.53,39.0
1821,593.94,42.0
1028,448.26,50.0
1393,548.97,55.0
1026,566.1,37.0
1466,553.37,43.0
1012,400.92,57.0
1553,517.92,19.0
1932,543.7,33.0
1444,500.86,55.0
1223,249.62,51.0
1462,519.26,45.0
1020,765.5,36.0
1386,456.8,31.0
1647,412.63,34.0
1325,544.8,55.0
1732,537.49,34.0
1466,643.13,41.0
1656,349.06,32.0
1521,587.77,48.0
1224,570.85,35.0
1652,482.94,39.0
1474,540.64,23.0
1617,623.53,24.0
1779,604.68,40.0
1705,362.84,27.0
1457,598.42,61.0
1639,492.24,19.0
1212,508.74,32.0
1662,508.78,40.0
1960,481.97,36.0
1480,643.0,29.0
1895,489.95,30.0
1179,365.65,30.0
1828,452.78,37.0
1537,521.44,60.0
1526,647.51,41.0
1021,572.37,52.0
1344,397.94,45.0
1576,798.22,51.0
1762,531.77,12.0
1921,653.05,37.0
1020,481.79,53.0
1744,564.0,34.0
1407,600.74,58.0
1486,646.18,55.0
1527,626.88,35.0
1415,604.66,35.0
1271,462.19,30.0
1204,431.39,34.0
1297,539.91,28.0
1671,611.98,44.0
1945,473.27,25.0
1552,627.82,46.0
1107,674.31,46.0
1636,390.04,23.0
1151,399.57,55.0
1012,483.15,45.0
1714,536.91,47.0
1078,437.05,32.0
1905,662.26,46.0
1553,550.89,51.0
1168,504.73,39.0
1248,327.69,60.0
1120,342.1,40.0
1386,533.72,51.0
1438,244.09,43.0
1271,621.52,46.0
1299,481.02,23.0
1720,889.17,44.0
1472,776.95,33.0
1157,478.23,32.0
1632,487.24,57.0
1226,619.47,38.0
1420,704.38,30.0
1955,303.44,36.0
1972,285.63,27.0
1023,425.36,54.0
1741,569.93,33.0
1537,559.62,45.0
1569,628.37,54.0
1776,356.04,35.0
1637,222.06,45.0
1956,602.96,30.0
1786,400.62,64.0
1539,257.78,49.0
1902,517.41,38.0
1812,595.18,32.0
1981,485.35,39.0
1127,445.06,37.0
1093,480.88,60.0
1702,455.53,28.0
1420,338.23,41.0
1271,414.24,40.0
1483,562.55,39.0
1004,538.6,39.0
1156,520.17,39.0
1051,380.58,49.0
1242,478.22,46.0
1662,238.75,44.0
1773,521.42,10.0
1419,671.46,43.0
1952,323.1,23.0
1928,429.69,46.0
1816,539.49,55.0
1424,650.34,31.0
1079,446.21,37.0
1694,416.93,34.0
1353,263.73,52.0
1618,512.41,41.0
1665,745.05,57.0
1292,533.28,44.0
1716,497.33,42.0
1115,538.65,41.0
1528,498.67,48.0
1479,402.44,23.0
1287,598.79,41.0
1667,527.09,39.0
1476,502.11,47.0
1024,382.96,38.0
1430,656.42,30.0
1277,579.76,40.0
1986,433.65,29.0
1316,620.22,21.0
1637,440.29,47.0
1811,406.16,46.0
1357,408.84,45.0
1275,287.47,53.0
1876,556.59,33.0
1689,280.26,26.0
1343,352.59,39.0
1430,250.93,37.0
1558,489.67,32.0
1711,481.96,39.0
1562,460.8,34.0
1438,374.89,22.0
1461,359.33,36.0
1806,555.72,29.0
1269,433.93,42.0
1708,537.96,33.0
1430,393.77,51.0
1020,521.73,56.0
1142,656.39,47.0
1759,570.34,24.0
1867,450.51,55.0
1352,530.86,56.0
1464,471.12,40.0
1467,500.95,53.0
1512,460.93,34.0
1463,480.28,21.0
1876,525.45,32.0
1849,380.8,57.0
1393,378.09,25.0
1918,333.37,40.0
1785,307.97,40.0
1752,353.93,35.0
1057,519.14,36.0
1125,392.87,41.0
1840,561.63,34.0
1877,504.17,26.0
1989,263.78,42.0
1460,578.6,51.0
