Annual Income,Loan Amount,Credit Score,Number of Loans,Employment Status,Employment Encoded,Missed Payments,Default
26267.49,8980.64,711,0,Unemployed,2,1,0
57152.31,13024.91,620,4,Unemployed,2,0,0
40090.02,16475.57,593,2,Employed,0,1,0
38484.29,14520.42,632,0,Unemployed,2,0,0
48533.46,7159.97,605,3,Employed,0,2,0
34607.59,13285.38,610,1,Unemployed,2,0,0
48344.95,17859.65,649,4,Unemployed,2,1,0
36214.69,13989.02,678,1,Unemployed,2,1,0
38319.19,16720.88,799,3,Unemployed,2,2,1
49864.25,15920.56,738,2,Employed,0,1,0
31337.03,7446.84,585,3,Self-Employed,1,0,0
29827.95,19120.91,640,0,Employed,0,2,1
47978.71,17015.1,674,0,Self-Employed,1,0,0
44677.2,10867.8,669,3,Employed,0,4,0
47024.31,17183.38,619,3,Unemployed,2,0,0
48931.67,11488.87,692,1,Unemployed,2,1,0
45688.51,11642.71,603,3,Unemployed,2,1,0
52297.11,8424.61,620,3,Self-Employed,1,3,0
46169.24,7860.86,632,2,Self-Employed,1,1,0
20912.35,12597.11,617,4,Employed,0,2,0
24025.38,10986.88,722,4,Unemployed,2,0,0
68135.39,6051.28,672,4,Unemployed,2,2,1
45000.86,13400.62,675,3,Employed,0,1,0
56402.9,14042.09,621,3,Self-Employed,1,4,0
40851.55,13196.11,780,0,Unemployed,2,0,0
44303.82,13161.1,585,0,Employed,0,1,0
39559.62,13631.23,693,2,Employed,0,0,0
74591.13,12666.11,747,0,Unemployed,2,1,0
48038.91,13396.72,671,4,Employed,0,1,0
38581.71,14022.6,660,4,Self-Employed,1,1,0
25181.52,9658.42,633,3,Employed,0,2,0
68684.8,6935.76,681,3,Unemployed,2,0,0
43040.66,13277.01,648,3,Unemployed,2,1,0
53930.75,12605.77,732,1,Employed,0,1,0
55271.97,13812.12,621,2,Self-Employed,1,1,0
39446.03,16552.98,613,1,Self-Employed,1,0,1
53069.43,11861.9,602,1,Employed,0,0,0
37750.34,11467.64,728,0,Unemployed,2,1,0
33114.88,13873.31,675,0,Unemployed,2,2,1
58973.58,7918.03,720,2,Self-Employed,1,0,0
43101.73,12167.41,634,1,Self-Employed,1,0,0
51222.15,11590.93,579,2,Unemployed,2,1,0
49931.05,15506.04,702,4,Self-Employed,1,2,0
52655.18,10165.87,695,0,Employed,0,0,0
26321.56,12363.63,615,3,Self-Employed,1,1,0
37976.51,11377.6,601,0,Unemployed,2,1,0
41106.3,2050.31,615,1,Self-Employed,1,1,0
35022.26,9887.94,638,1,Unemployed,2,1,0
50148.08,11966.19,655,4,Self-Employed,1,1,0
59242.72,8434.16,674,4,Employed,0,0,0
61142.22,11510.92,629,0,Employed,0,1,0
40929.54,17355.49,753,4,Self-Employed,1,0,0
48503.59,15853.01,752,3,Employed,0,2,0
50347.72,4535.94,664,3,Unemployed,2,0,0
52455.07,15038.36,667,3,Self-Employed,1,1,0
34462.38,14247.0,619,3,Employed,0,2,0
66846.96,11626.95,709,1,Employed,0,1,0
56118.24,2620.93,660,2,Self-Employed,1,2,0
56431.79,15130.74,580,3,Employed,0,1,0
59441.52,10283.05,620,2,Employed,0,0,0
51409.63,12843.37,653,4,Unemployed,2,1,0
32672.24,8128.61,705,1,Self-Employed,1,0,0
43332.33,9030.97,530,3,Employed,0,0,0
25187.36,15744.9,668,0,Employed,0,2,1
49980.87,18490.73,649,1,Employed,0,2,0
42969.44,10291.95,624,1,Employed,0,0,0
44513.73,18051.43,628,1,Self-Employed,1,2,0
59448.01,10284.44,700,4,Employed,0,1,0
39516.07,10236.39,649,2,Self-Employed,1,1,0
41974.52,6328.73,527,1,Self-Employed,1,0,0
45263.68,13989.29,646,1,Self-Employed,1,1,0
22920.09,11218.39,677,0,Self-Employed,1,0,0
41807.24,11443.91,616,0,Employed,0,2,0
15170.46,10481.56,562,0,Self-Employed,1,2,0
37973.74,8033.09,709,0,Employed,0,0,0
55262.27,14502.62,626,0,Self-Employed,1,1,0
50367.2,11754.61,661,3,Self-Employed,1,1,0
37862.16,15232.03,552,3,Employed,0,0,1
45489.58,8223.39,709,1,Unemployed,2,1,0
32100.13,12956.27,587,3,Employed,0,0,0
44971.88,20548.24,716,1,Self-Employed,1,0,0
80163.84,9155.06,617,2,Unemployed,2,1,0
67149.62,10061.7,669,4,Unemployed,2,0,0
45631.47,10014.59,692,3,Employed,0,1,0
46921.73,7829.76,587,4,Employed,0,0,0
33245.22,18630.6,678,0,Self-Employed,1,1,1
35378.53,2785.61,683,2,Self-Employed,1,2,0
49346.21,7109.35,558,3,Self-Employed,1,2,0
38701.29,13872.2,626,2,Self-Employed,1,1,0
55849.8,9078.94,578,0,Employed,0,1,0
63836.23,11878.07,544,3,Employed,0,0,0
48991.45,11884.84,638,0,Employed,0,1,0
46220.85,13988.24,634,3,Self-Employed,1,1,0
24830.64,12327.52,614,0,Unemployed,2,0,0
53971.32,10445.17,606,0,Employed,0,0,0
31275.94,12517.71,568,3,Unemployed,2,0,0
39983.89,11286.07,650,2,Employed,0,0,0
56514.91,18777.97,680,3,Unemployed,2,0,0
57357.1,9697.47,667,3,Self-Employed,1,0,0
39401.91,14221.49,566,3,Employed,0,0,0
40093.01,15654.34,687,2,Self-Employed,1,1,0
36608.17,6714.13,701,2,Employed,0,1,0
30625.76,7548.67,768,1,Employed,0,0,0
37382.45,19723.01,613,4,Unemployed,2,0,1
25642.44,9291.8,681,2,Employed,0,1,0
53196.75,12048.61,729,1,Employed,0,2,0
49734.28,11304.72,680,1,Employed,0,1,0
51726.35,11847.06,802,4,Unemployed,2,1,0
33547.15,10510.85,636,1,Employed,0,1,0
30659.15,12484.24,627,4,Self-Employed,1,0,0
45642.17,8748.82,558,0,Unemployed,2,1,0
45769.23,11104.82,647,0,Employed,0,1,0
43232.76,4115.18,652,3,Self-Employed,1,1,0
41526.2,11534.6,664,1,Employed,0,1,0
65529.31,13339.44,676,3,Unemployed,2,0,0
50112.3,15837.1,641,3,Self-Employed,1,2,0
68648.14,16590.49,665,0,Unemployed,2,1,0
60227.58,10490.82,636,3,Employed,0,0,0
65439.25,15362.41,679,4,Unemployed,2,1,0
32106.45,7395.5,582,0,Self-Employed,1,1,0
52118.05,9930.59,615,0,Unemployed,2,3,1
39818.81,18483.3,666,2,Employed,0,2,1
25039.36,12729.68,686,4,Self-Employed,1,1,0
62952.04,12931.58,642,1,Self-Employed,1,0,0
41475.69,11286.47,632,0,Self-Employed,1,0,0
32338.78,19475.08,638,0,Employed,0,1,1
40025.23,14123.33,606,4,Employed,0,0,0
35445.31,17939.95,638,3,Unemployed,2,1,1
36675.62,9633.05,702,3,Unemployed,2,2,1
42340.76,8111.05,644,4,Self-Employed,1,1,0
65769.78,8939.21,636,1,Employed,0,1,0
37004.19,14516.24,640,1,Employed,0,0,0
64911.25,18589.67,740,0,Self-Employed,1,0,0
55186.04,14999.78,693,0,Unemployed,2,1,0
49755.26,15509.06,692,1,Self-Employed,1,0,0
53977.44,12691.54,676,1,Self-Employed,1,0,0
45163.87,6907.69,677,1,Unemployed,2,2,1
60432.6,20093.11,693,4,Unemployed,2,0,0
51803.76,14657.32,737,3,Self-Employed,1,0,0
25024.01,14093.55,660,2,Unemployed,2,1,0
48555.02,15495.17,660,2,Self-Employed,1,0,0
54407.68,5144.27,719,0,Employed,0,1,0
41531.99,9995.51,657,2,Self-Employed,1,0,0
46515.07,14487.68,701,3,Self-Employed,1,1,0
37645.7,11420.41,632,1,Unemployed,2,0,0
28468.49,11693.89,581,3,Unemployed,2,2,1
26395.48,17125.72,585,3,Unemployed,2,0,1
26555.18,12469.1,736,0,Unemployed,2,3,1
53028.54,21512.33,791,2,Unemployed,2,1,0
15116.62,11836.81,652,4,Unemployed,2,0,0
37002.24,15219.75,623,2,Unemployed,2,1,1
35812.16,13936.16,667,1,Employed,0,1,0
41614.09,9702.88,616,1,Self-Employed,1,1,0
22722.82,7875.83,750,3,Unemployed,2,0,0
49846.66,12148.35,611,3,Employed,0,3,0
29722.06,19682.01,584,3,Unemployed,2,1,1
58588.87,10425.52,656,3,Employed,0,1,0
37538.81,14075.58,684,1,Unemployed,2,0,0
43852.64,10971.4,647,1,Unemployed,2,4,1
45045.29,12886.24,720,3,Employed,0,0,0
47930.89,16568.05,654,4,Self-Employed,1,2,0
45444.17,12459.9,631,1,Employed,0,1,0
39874.67,9538.64,783,0,Self-Employed,1,2,0
49116.58,18424.17,670,1,Self-Employed,1,3,0
50593.77,9580.34,617,1,Unemployed,2,0,0
35818.38,14706.92,597,0,Unemployed,2,1,0
50116.41,6037.36,593,2,Unemployed,2,2,1
59300.64,17138.87,502,1,Unemployed,2,1,0
53470.73,22418.62,712,3,Unemployed,2,1,0
56188.5,11891.92,643,3,Unemployed,2,2,1
47063.05,7895.71,687,4,Unemployed,2,2,1
33766.19,15070.0,660,2,Employed,0,3,1
35284.27,12363.4,529,4,Self-Employed,1,1,0
48838.66,20565.89,638,1,Unemployed,2,1,0
56313.16,9603.15,642,3,Employed,0,2,0
78430.94,6652.19,721,2,Self-Employed,1,1,0
56781.86,13215.12,697,2,Self-Employed,1,1,0
30954.77,14333.29,641,1,Self-Employed,1,0,0
35792.73,8924.1,648,3,Employed,0,0,0
72342.21,15841.96,612,2,Unemployed,2,1,0
42427.33,12223.75,604,2,Employed,0,0,0
45570.18,10916.71,612,3,Employed,0,1,0
33475.0,14178.89,639,4,Unemployed,2,2,1
63781.24,10849.59,655,0,Self-Employed,1,2,0
51004.0,9059.98,636,3,Unemployed,2,1,0
35704.78,5544.46,667,4,Unemployed,2,0,0
33074.1,9531.08,628,3,Unemployed,2,1,0
48686.45,21978.39,684,0,Self-Employed,1,2,0
45530.47,12143.69,748,0,Employed,0,1,0
54985.32,7931.51,712,4,Employed,0,1,0
51563.62,17067.29,598,0,Employed,0,2,0
41826.24,11812.05,621,1,Self-Employed,1,0,0
38474.38,13168.09,712,0,Employed,0,2,0
43080.69,13097.31,568,1,Self-Employed,1,0,0
38391.83,17941.23,635,3,Employed,0,0,1
43437.65,6685.3,652,3,Self-Employed,1,3,0
45197.29,17837.48,636,1,Employed,0,0,0
34224.83,14980.74,638,3,Employed,0,1,0
52568.16,12309.24,666,0,Employed,0,2,0
40554.87,8584.26,652,1,Self-Employed,1,1,0
34897.39,11012.59,609,0,Unemployed,2,2,1
40780.71,12169.43,737,2,Self-Employed,1,0,0
47907.1,19235.16,649,4,Employed,0,2,0
45996.46,17740.16,668,2,Self-Employed,1,0,0
50065.42,10449.17,634,2,Employed,0,0,0
55780.15,20037.45,651,1,Self-Employed,1,2,0
60659.28,15803.78,612,4,Self-Employed,1,0,0
48425.83,13885.32,587,3,Self-Employed,1,1,0
32167.17,10875.03,683,4,Self-Employed,1,3,0
41770.67,9691.01,604,2,Employed,0,0,0
32948.18,14170.53,635,1,Unemployed,2,0,0
65362.25,13535.1,739,3,Self-Employed,1,0,0
68848.81,10437.77,714,1,Self-Employed,1,0,0
52803.73,16455.91,611,4,Employed,0,0,0
55301.51,12653.71,671,2,Unemployed,2,1,0
48011.32,13672.12,578,0,Self-Employed,1,0,0
49392.67,16291.03,714,4,Employed,0,1,0
25830.55,15306.39,654,1,Self-Employed,1,1,1
44112.81,5521.01,708,2,Unemployed,2,3,1
34426.16,15047.78,663,0,Unemployed,2,4,1
48376.28,12111.95,629,2,Employed,0,0,0
44284.68,10211.52,636,4,Employed,0,2,0
68361.86,12208.47,630,3,Employed,0,0,0
55999.53,10775.39,672,3,Self-Employed,1,1,0
48414.14,12507.04,611,1,Employed,0,1,0
41796.72,11916.94,650,1,Unemployed,2,1,0
65112.26,14750.63,655,1,Unemployed,2,0,0
44640.54,5872.6,570,3,Unemployed,2,3,1
48980.09,12735.17,594,2,Employed,0,1,0
45507.0,11885.47,566,2,Unemployed,2,1,0
40150.15,21006.3,635,4,Unemployed,2,2,1
45438.07,4171.29,645,2,Self-Employed,1,1,0
21456.4,15688.19,686,3,Self-Employed,1,0,1
26427.52,13733.48,606,1,Employed,0,2,0
49195.57,15065.31,583,0,Employed,0,3,1
63818.4,10210.76,623,2,Employed,0,0,0
49178.65,13277.44,669,3,Self-Employed,1,1,0
36355.57,12581.69,735,3,Self-Employed,1,0,0
27685.75,26144.19,655,1,Unemployed,2,1,1
54414.33,10762.94,598,0,Self-Employed,1,0,0
38193.66,8859.71,670,2,Employed,0,0,0
52718.83,20004.23,655,0,Self-Employed,1,2,0
49678.38,13375.58,651,1,Unemployed,2,1,0
50739.6,14055.97,583,0,Employed,0,0,0
45403.22,16507.78,669,0,Self-Employed,1,0,0
49603.73,12307.09,626,4,Employed,0,0,0
43566.55,10323.54,626,3,Employed,0,1,0
37376.32,12529.79,695,2,Unemployed,2,2,1
33438.01,8636.63,679,1,Self-Employed,1,4,0
16379.89,6190.33,593,2,Self-Employed,1,0,0
42826.69,8627.99,725,2,Unemployed,2,0,0
63232.54,2552.67,702,4,Employed,0,1,0
53760.96,10542.6,607,3,Unemployed,2,2,1
47732.51,10000.38,540,4,Self-Employed,1,3,1
36191.94,14414.61,667,3,Self-Employed,1,0,0
56968.07,12516.41,663,0,Self-Employed,1,1,0
43568.29,11443.26,603,4,Employed,0,1,0
63899.21,16710.29,741,4,Unemployed,2,1,0
33226.95,10331.45,644,1,Employed,0,0,0
36000.37,7560.79,648,4,Employed,0,1,0
34832.76,1889.8,666,2,Unemployed,2,3,1
27214.58,12098.87,711,2,Self-Employed,1,2,0
33755.46,11787.87,664,1,Unemployed,2,1,0
46238.6,17076.32,654,3,Employed,0,0,0
36453.59,8529.63,577,1,Unemployed,2,0,0
-1276.5,15000.16,649,3,Employed,0,2,1
57891.28,2067.93,717,4,Self-Employed,1,0,0
24790.88,6803.36,616,0,Unemployed,2,0,0
52070.74,13534.18,656,3,Self-Employed,1,1,0
45374.58,14757.35,495,1,Unemployed,2,0,0
70408.47,5362.37,721,0,Employed,0,1,0
56963.49,8821.58,644,4,Self-Employed,1,0,0
38944.74,12180.3,641,3,Unemployed,2,0,0
36575.24,11619.46,676,4,Unemployed,2,1,0
63032.73,14190.2,664,2,Self-Employed,1,1,0
27289.55,15653.61,670,2,Employed,0,0,1
47290.56,6886.97,591,2,Self-Employed,1,0,0
43426.55,13775.89,716,1,Self-Employed,1,4,0
40881.29,9121.53,707,2,Employed,0,1,0
49242.17,13342.21,666,4,Employed,0,0,0
47274.72,10132.89,727,1,Self-Employed,1,1,0
50488.81,16306.92,651,1,Self-Employed,1,1,0
46667.71,14347.11,626,4,Employed,0,1,0
50012.18,8044.58,663,4,Self-Employed,1,1,0
46120.38,5285.42,710,0,Employed,0,1,0
37086.88,16757.66,629,1,Self-Employed,1,1,1
45048.02,9176.15,625,4,Unemployed,2,0,0
36427.36,9592.8,597,3,Unemployed,2,2,1
35635.48,14968.01,649,1,Unemployed,2,0,0
40966.2,7906.96,660,1,Self-Employed,1,3,0
43566.92,12796.53,598,2,Unemployed,2,1,0
45422.7,12073.81,550,0,Employed,0,3,1
55996.55,11673.57,631,1,Unemployed,2,2,1
39018.43,16781.29,662,2,Self-Employed,1,2,1
47362.22,13864.27,735,4,Employed,0,2,0
46416.33,15916.34,689,2,Unemployed,2,1,0
37696.46,11000.81,769,3,Employed,0,0,0
45884.89,9103.67,625,1,Self-Employed,1,2,0
57032.66,16155.55,673,4,Self-Employed,1,2,0
47238.07,9717.44,644,3,Self-Employed,1,0,0
47719.01,12494.5,775,3,Unemployed,2,1,0
36536.06,13694.13,680,2,Employed,0,1,0
68626.31,8921.51,532,4,Self-Employed,1,2,0
37219.72,8934.08,619,3,Self-Employed,1,0,0
24986.6,10913.61,574,0,Unemployed,2,1,0
55322.21,14976.15,715,3,Self-Employed,1,0,0
43622.2,13384.32,609,1,Self-Employed,1,1,0
41363.5,6586.67,671,1,Self-Employed,1,1,0
38453.35,19811.12,642,3,Self-Employed,1,0,1
67460.58,13520.1,630,1,Unemployed,2,1,0
49255.08,10305.36,601,4,Unemployed,2,1,0
51597.01,11389.77,625,4,Unemployed,2,0,0
46951.39,11031.43,652,2,Unemployed,2,1,0
48240.6,10511.41,633,0,Unemployed,2,2,1
61783.5,16663.0,675,3,Unemployed,2,1,0
41989.74,21505.74,563,1,Self-Employed,1,0,0
27516.75,9948.8,577,2,Unemployed,2,1,0
55416.66,10169.63,687,2,Employed,0,1,0
50960.42,11639.34,598,3,Unemployed,2,2,1
46295.76,6493.8,572,2,Unemployed,2,2,1
50649.04,14111.78,664,2,Employed,0,0,0
40551.07,12747.29,640,0,Self-Employed,1,0,0
45248.31,12598.2,692,4,Self-Employed,1,1,0
43419.6,4588.05,518,1,Unemployed,2,1,0
37902.14,2952.22,563,3,Unemployed,2,0,0
59270.07,10529.53,675,1,Unemployed,2,1,0
28052.9,14646.17,676,2,Unemployed,2,3,1
73330.59,4887.75,688,1,Unemployed,2,0,0
55528.35,15581.25,680,2,Self-Employed,1,0,0
23664.29,10786.63,653,0,Employed,0,1,0
42310.0,8684.37,619,0,Self-Employed,1,2,0
42977.45,12333.04,556,0,Employed,0,1,0
49702.64,6809.49,746,4,Self-Employed,1,3,0
33127.46,1846.78,601,3,Self-Employed,1,1,0
45384.3,16825.23,708,1,Unemployed,2,0,0
43546.57,11805.17,619,2,Self-Employed,1,2,0
36148.58,9114.37,638,0,Employed,0,0,0
34478.97,9688.35,608,1,Self-Employed,1,2,0
56025.66,8900.08,653,0,Self-Employed,1,2,0
24641.01,10588.75,674,2,Unemployed,2,1,0
50734.55,11550.34,563,1,Employed,0,0,0
54570.12,14750.25,675,2,Self-Employed,1,0,0
42377.3,9217.04,732,1,Self-Employed,1,1,0
45628.47,7770.43,675,3,Employed,0,0,0
58961.94,9855.79,690,0,Employed,0,1,0
36541.78,21855.93,641,3,Unemployed,2,1,1
37780.17,12627.08,623,2,Unemployed,2,1,0
39054.2,13598.71,662,0,Unemployed,2,3,1
58983.91,10981.0,595,0,Self-Employed,1,0,0
60507.52,18933.22,636,4,Self-Employed,1,0,0
28249.32,15438.81,566,0,Employed,0,1,1
57074.89,7837.26,592,3,Self-Employed,1,0,0
54826.9,12630.48,708,1,Self-Employed,1,0,0
63643.14,10452.23,525,4,Unemployed,2,0,0
49621.3,13644.68,687,0,Unemployed,2,0,0
44468.88,15986.16,750,4,Self-Employed,1,2,0
58742.6,7107.75,662,2,Employed,0,1,0
53386.85,13435.96,601,1,Self-Employed,1,3,0
71938.78,8771.05,680,3,Employed,0,1,0
56504.49,17665.64,577,4,Self-Employed,1,2,0
46842.58,15865.83,609,0,Employed,0,1,0
30910.75,4040.44,583,0,Self-Employed,1,2,0
38028.99,7493.09,583,3,Employed,0,3,1
27768.54,6625.08,693,3,Unemployed,2,0,0
42419.26,11753.76,640,0,Self-Employed,1,1,0
56112.81,13205.75,680,0,Self-Employed,1,0,0
44955.95,15165.8,661,4,Employed,0,1,0
57260.7,11017.17,573,3,Self-Employed,1,0,0
49050.88,10870.38,635,0,Unemployed,2,1,0
40162.89,13137.17,602,0,Employed,0,1,0
46051.5,24601.41,626,0,Self-Employed,1,0,0
50665.16,5940.75,645,2,Employed,0,3,0
46670.68,4483.09,634,1,Employed,0,1,0
46808.21,9855.45,660,1,Employed,0,1,0
35771.4,9125.23,656,4,Self-Employed,1,0,0
39804.28,9048.54,599,0,Employed,0,0,0
72101.53,11950.67,655,3,Self-Employed,1,2,0
59741.6,7318.9,736,4,Unemployed,2,1,0
27313.91,9618.97,622,2,Self-Employed,1,0,0
16596.37,10821.95,576,2,Self-Employed,1,3,1
45914.31,10915.47,637,1,Employed,0,1,0
55721.67,11435.21,689,3,Unemployed,2,2,1
38760.7,11401.53,682,0,Unemployed,2,3,1
57259.9,8770.2,668,1,Unemployed,2,1,0
45715.85,10979.98,729,4,Employed,0,0,0
43043.26,11979.84,722,1,Unemployed,2,0,0
54073.38,15841.23,706,2,Self-Employed,1,2,0
38617.49,6076.68,636,2,Self-Employed,1,1,0
41559.52,12097.91,790,4,Unemployed,2,2,1
53042.01,12659.09,616,3,Employed,0,2,0
44623.25,12737.47,694,4,Self-Employed,1,1,0
67905.32,12925.23,617,2,Employed,0,0,0
53325.9,6747.57,688,3,Unemployed,2,1,0
52545.77,12643.09,679,4,Self-Employed,1,1,0
44405.94,12423.2,633,2,Employed,0,1,0
55497.06,14191.45,545,0,Employed,0,2,0
41128.71,11334.51,758,4,Employed,0,0,0
48388.53,9841.41,730,1,Employed,0,0,0
34004.48,16004.87,724,1,Employed,0,0,1
57473.3,7127.92,577,2,Self-Employed,1,2,0
48487.26,6504.13,699,2,Employed,0,2,0
68790.16,7037.71,642,4,Self-Employed,1,0,0
73707.58,13385.05,629,2,Self-Employed,1,1,0
54159.83,9108.74,608,3,Employed,0,0,0
45821.1,11555.28,722,1,Unemployed,2,2,1
33647.23,17541.99,666,0,Unemployed,2,1,1
55857.0,7290.59,650,2,Unemployed,2,3,1
47523.41,5193.96,668,0,Self-Employed,1,2,0
51456.42,15319.07,659,3,Employed,0,1,0
65757.45,8662.36,700,3,Employed,0,1,0
35106.92,7313.19,546,1,Unemployed,2,1,0
33908.35,11569.47,629,2,Self-Employed,1,1,0
42162.89,11235.54,580,4,Self-Employed,1,0,0
54854.41,8528.63,662,1,Self-Employed,1,0,0
51658.41,14248.16,571,1,Self-Employed,1,0,0
34251.74,8883.49,588,1,Self-Employed,1,1,0
54078.63,8701.28,665,3,Unemployed,2,3,1
30585.45,4537.61,635,2,Self-Employed,1,2,0
34947.1,2180.17,667,3,Unemployed,2,3,1
43614.51,12945.21,589,4,Self-Employed,1,1,0
38358.83,6716.68,638,1,Employed,0,0,0
55678.31,11389.17,647,1,Employed,0,2,0
48436.54,19710.17,581,3,Unemployed,2,2,1
66186.73,13861.27,615,1,Self-Employed,1,0,0
42033.78,12112.66,658,2,Self-Employed,1,4,0
43533.57,13697.02,631,1,Self-Employed,1,2,0
59524.59,20629.96,607,3,Self-Employed,1,2,0
43908.95,4455.12,661,3,Self-Employed,1,1,0
62928.06,11456.24,624,0,Unemployed,2,2,1
51489.94,17898.31,664,0,Unemployed,2,1,0
16766.56,13232.26,677,3,Self-Employed,1,0,0
59130.84,16818.28,679,1,Unemployed,2,1,0
55952.72,9497.53,656,2,Unemployed,2,1,0
56415.99,6998.03,640,0,Unemployed,2,0,0
22068.26,19645.14,647,4,Self-Employed,1,1,1
37044.12,12300.61,715,4,Employed,0,1,0
37935.54,15303.98,615,2,Self-Employed,1,2,1
34906.54,15553.71,718,3,Employed,0,3,1
65903.07,17118.08,624,2,Unemployed,2,1,0
44858.79,13177.78,674,3,Employed,0,2,0
44561.27,13351.7,659,1,Employed,0,1,0
51624.1,13989.64,683,1,Self-Employed,1,0,0
51831.62,9433.64,509,3,Employed,0,0,0
4981.29,16201.74,678,4,Self-Employed,1,2,1
37243.71,9714.12,641,1,Unemployed,2,0,0
28046.54,16425.7,681,1,Self-Employed,1,1,1
49803.67,15179.91,664,2,Unemployed,2,0,0
41533.29,3174.05,696,2,Employed,0,3,0
45184.65,15226.77,600,1,Unemployed,2,1,0
20057.76,12934.51,558,1,Self-Employed,1,1,0
41281.77,17335.49,569,3,Employed,0,0,0
58381.56,18930.87,624,4,Employed,0,1,0
61913.39,12443.17,609,1,Unemployed,2,3,1
53626.36,13428.08,675,1,Employed,0,1,0
28974.42,6866.92,711,1,Self-Employed,1,1,0
60112.82,11326.28,686,4,Unemployed,2,0,0
53688.03,18623.34,620,4,Employed,0,1,0
43593.73,12001.53,645,3,Employed,0,0,0
20699.56,15709.94,679,4,Self-Employed,1,2,1
56443.14,11912.96,717,4,Employed,0,1,0
37894.0,11532.79,703,0,Employed,0,0,0
49153.99,14298.35,703,3,Unemployed,2,0,0
45820.73,351.06,670,1,Unemployed,2,2,1
63460.74,13486.73,706,3,Unemployed,2,1,0
43495.6,3002.17,690,4,Unemployed,2,0,0
44818.64,11669.5,572,0,Self-Employed,1,4,1
63943.38,8658.63,665,1,Employed,0,3,0
37101.33,7379.21,607,3,Self-Employed,1,2,0
54771.87,17912.05,607,3,Employed,0,0,0
42616.61,16478.41,657,1,Employed,0,2,0
32969.5,10575.43,649,2,Self-Employed,1,0,0
45013.93,21512.62,638,0,Unemployed,2,0,0
53300.46,15975.11,586,4,Self-Employed,1,2,0
61244.52,11367.52,641,1,Employed,0,0,0
62696.33,4449.63,590,1,Employed,0,0,0
41462.83,11605.25,665,0,Employed,0,0,0
33153.01,9473.94,648,4,Unemployed,2,0,0
41175.13,10150.07,681,3,Unemployed,2,1,0
30821.63,13654.05,600,2,Self-Employed,1,1,0
42391.37,9487.06,709,1,Employed,0,1,0
40900.02,17283.79,660,2,Employed,0,3,0
53729.88,9879.75,819,1,Self-Employed,1,1,0
18528.78,7911.19,607,2,Self-Employed,1,1,0
36196.7,14598.29,731,0,Self-Employed,1,0,0
36293.78,11888.58,611,0,Unemployed,2,2,1
59245.53,15421.24,701,3,Unemployed,2,1,0
31633.87,12685.09,675,1,Employed,0,3,0
47719.89,6443.1,575,3,Unemployed,2,2,1
43462.46,13215.96,635,4,Unemployed,2,2,1
57516.51,8368.2,697,4,Self-Employed,1,1,0
52149.98,12585.11,639,1,Employed,0,1,0
46454.92,9607.97,699,2,Unemployed,2,1,0
38344.0,11178.1,678,3,Employed,0,0,0
22771.89,12172.59,704,2,Self-Employed,1,3,0
47965.03,14935.49,675,1,Self-Employed,1,1,0
51365.88,9794.55,603,3,Employed,0,1,0
26101.59,841.73,653,0,Employed,0,0,0
30195.67,8173.56,659,2,Employed,0,1,0
48027.96,12534.77,650,1,Employed,0,2,0
49069.7,16727.32,613,3,Self-Employed,1,1,0
33112.23,13198.81,638,2,Employed,0,1,0
38111.22,15982.82,679,0,Employed,0,0,1
22962.13,12630.57,652,1,Self-Employed,1,2,0
61527.17,12872.18,531,3,Self-Employed,1,3,1
29401.51,11031.79,714,4,Unemployed,2,0,0
51507.11,16197.66,627,2,Self-Employed,1,0,0
44580.47,18584.22,568,3,Unemployed,2,2,1
60475.12,8141.58,650,1,Unemployed,2,1,0
35492.95,12898.89,619,2,Unemployed,2,0,0
45735.03,7232.28,605,2,Employed,0,2,0
24618.88,18685.86,658,3,Employed,0,0,1
21737.68,12683.8,719,2,Unemployed,2,1,0
52156.0,11920.35,673,2,Unemployed,2,1,0
23579.69,7445.5,581,1,Employed,0,0,0
42261.39,11098.34,636,3,Unemployed,2,0,0
57135.55,11697.58,628,0,Unemployed,2,0,0
53960.22,7703.79,676,0,Unemployed,2,0,0
37024.97,12603.8,553,1,Unemployed,2,0,0
25937.96,8565.24,679,4,Self-Employed,1,1,0
51113.94,13738.7,603,4,Unemployed,2,1,0
61107.08,8055.61,621,4,Employed,0,0,0
37053.14,12628.39,695,2,Self-Employed,1,0,0
35360.25,11225.24,666,4,Employed,0,0,0
38701.18,13205.53,677,4,Self-Employed,1,1,0
51859.3,12662.64,698,0,Employed,0,1,0
59742.21,12379.06,636,1,Employed,0,0,0
30124.72,9041.47,600,0,Self-Employed,1,2,0
27020.62,14216.09,663,2,Self-Employed,1,0,0
73079.96,13149.44,691,4,Self-Employed,1,1,0
42872.13,14548.61,653,4,Employed,0,0,0
48034.71,11898.66,716,3,Employed,0,1,0
36696.83,11281.96,633,4,Self-Employed,1,1,0
50879.55,7940.24,639,1,Self-Employed,1,0,0
56520.73,9357.03,592,2,Unemployed,2,0,0
48597.55,10106.98,602,1,Unemployed,2,2,1
65890.3,15845.72,660,1,Unemployed,2,0,0
41079.06,7021.95,586,1,Self-Employed,1,2,0
41845.41,6642.38,647,4,Self-Employed,1,1,0
47776.88,11717.4,648,4,Employed,0,2,0
50579.54,8934.58,679,1,Unemployed,2,0,0
47735.37,10470.12,698,1,Unemployed,2,1,0
29587.02,10241.47,674,0,Unemployed,2,0,0
